Date,PX_LAST,PX_VOLUME
11/22/2016,162.67,2770789
11/23/2016,161.98,2256165
11/25/2016,163.14,1605344
11/28/2016,164.52,4449355
11/29/2016,163.53,3148196
11/30/2016,162.22,4397817
12/1/2016,159.82,4635665
12/2/2016,160.02,2740867
12/5/2016,159.84,3447052
12/6/2016,160.35,2858962
12/7/2016,164.79,4435050
12/8/2016,165.36,3266436
12/9/2016,166.52,3146930
12/12/2016,165.5,3392331
12/13/2016,168.29,5932271
12/14/2016,168.51,4124161
12/15/2016,168.02,3388570
12/16/2016,166.73,7120572
12/19/2016,166.68,2955906
12/20/2016,167.6,2174569
12/21/2016,167.33,3575721
12/22/2016,167.06,2802631
12/23/2016,166.71,1701228
12/27/2016,167.14,1397455
12/28/2016,166.19,1757500
12/29/2016,166.6,1663542
12/30/2016,165.99,2952825
1/3/2017,167.19,2934299
1/4/2017,169.26,3381432
1/5/2017,168.7,2682301
1/6/2017,169.53,2945536
1/9/2017,167.65,3189891
1/10/2017,165.52,4118694
1/11/2017,167.75,3599464
1/12/2017,167.95,2927973
1/13/2017,167.34,2875433
1/17/2017,167.89,3315655
1/18/2017,166.8,4007779
1/19/2017,166.81,6963386
1/20/2017,170.55,12690029
1/23/2017,171.03,5478224
1/24/2017,175.9,6952369
1/25/2017,178.29,5922462
1/26/2017,178.66,3063924
1/27/2017,177.3,3482311
1/30/2017,175.8,4094755
1/31/2017,174.52,4138962
2/1/2017,174.29,2795745
2/2/2017,174.58,2620526
2/3/2017,175.82,3309288
2/6/2017,175.86,2650785
2/7/2017,178.46,3873455
2/8/2017,176.17,2913126
2/9/2017,177.21,3090710
2/10/2017,178.68,2930710
2/13/2017,179.36,3093372
2/14/2017,180.13,2776528
2/15/2017,181.68,2914292
2/16/2017,181.43,3251547
2/17/2017,180.67,3552495
2/21/2017,180.26,4480299
2/22/2017,181.15,3020540
2/23/2017,181.65,2282526
2/24/2017,181.35,3300093
2/27/2017,179.4,3691327
2/28/2017,179.82,3273420
3/1/2017,181.95,3005564
3/2/2017,180.53,2918183
3/3/2017,180.05,1825048
3/6/2017,180.47,3204434
3/7/2017,180.38,2980516
3/8/2017,179.45,3557396
3/9/2017,177.18,5444076
3/10/2017,177.83,3100326
3/13/2017,176.46,3482189
3/14/2017,175.72,3147497
3/15/2017,175.81,3815537
3/16/2017,177.24,4311848
3/17/2017,175.65,5920967
3/20/2017,175.7,2476125
3/21/2017,173.88,3927741
3/22/2017,174.78,3450512
3/23/2017,174.82,3739976
3/24/2017,173.83,3221675
3/27/2017,173.77,3259049
3/28/2017,174.51,3523870
3/29/2017,173.94,3085606
3/30/2017,173.86,3168254
3/31/2017,174.14,2913684
4/3/2017,174.5,4286498
4/4/2017,174.52,3108885
4/5/2017,172.88,6238894
4/6/2017,172.45,3435403
4/7/2017,172.14,3588302
4/10/2017,171.2,3789936
4/11/2017,170.58,4891911
4/12/2017,170.66,3276931
4/13/2017,169.53,3205462
4/17/2017,171.1,3720218
4/18/2017,170.05,6345465
4/19/2017,161.69,19284284
4/20/2017,162.3,6487379
4/21/2017,160.38,5607756
4/24/2017,160.75,5320608
4/25/2017,160.39,4860407
4/26/2017,160.06,4328001
4/27/2017,160.32,4122943
4/28/2017,160.29,4154147
5/1/2017,158.84,4935312
5/2/2017,159.1,3208239
5/3/2017,158.63,3993396
5/4/2017,159.05,4280613
5/5/2017,155.05,12521335
5/8/2017,153.03,7491966
5/9/2017,152.11,6853043
5/10/2017,151.25,4999861
5/11/2017,150.65,5627964
5/12/2017,150.37,3715702
5/15/2017,151.51,4245471
5/16/2017,153.68,5513690
5/17/2017,150.93,5191494
5/18/2017,150.78,3274371
5/19/2017,151.98,5643264
5/22/2017,152.64,3302539
5/23/2017,152.03,2564503
5/24/2017,152.51,3732399
5/25/2017,153.2,2582815
5/26/2017,152.49,2443507
5/30/2017,151.73,3666032
5/31/2017,152.63,3543404
6/1/2017,152.67,2918126
6/2/2017,152.05,3585701
6/5/2017,152.41,3975268
6/6/2017,152.37,3797173
6/7/2017,150.98,4865712
6/8/2017,152.1,3708962
6/9/2017,154.1,4361460
6/12/2017,155.18,6471479
6/13/2017,154.25,3523529
6/14/2017,153.81,3049726
6/15/2017,154.22,4654297
6/16/2017,155.38,6741963
6/19/2017,154.84,4629592
6/20/2017,154.95,4481843
6/21/2017,153.79,3959668
6/22/2017,154.4,2376819
6/23/2017,154.11,3282205
6/26/2017,155.23,2153494
6/27/2017,154.75,2386491
6/28/2017,155.32,2220954
6/29/2017,154.13,3262159
6/30/2017,153.83,3571536
7/3/2017,155.58,2822651
7/5/2017,153.67,3564354
7/6/2017,152.36,2757522
7/7/2017,152.94,2460060
7/10/2017,153.42,3206209
7/11/2017,153.19,3447509
7/12/2017,153.7,3097850
7/13/2017,153.63,2476112
7/14/2017,154.24,3256372
7/17/2017,153.01,4762592
7/18/2017,154,7566818
7/19/2017,147.53,14293610
7/20/2017,147.66,7212233
7/21/2017,147.08,6509459
7/24/2017,145.99,3877593
7/25/2017,146.19,4208895
7/26/2017,145.36,3932361
7/27/2017,145.07,6430841
7/28/2017,144.29,3054834
7/31/2017,144.67,4355718
8/1/2017,145.3,3219477
8/2/2017,144.45,3540949
8/3/2017,144.94,3035393
8/4/2017,145.16,2549400
8/7/2017,143.47,4618284
8/8/2017,142.11,3298718
8/9/2017,141.77,2925770
8/10/2017,141.84,4525378
8/11/2017,141.84,3004360
8/14/2017,142.32,2248607
8/15/2017,142.07,4681545
8/16/2017,142.5,3287821
8/17/2017,140.7,4422087
8/18/2017,139.7,4152714
8/21/2017,140.33,3190691
8/22/2017,141.01,2544446
8/23/2017,142.14,4048317
8/24/2017,142.94,3592183
8/25/2017,143.74,2872893
8/28/2017,142.51,5134463
8/29/2017,143.14,3009520
8/30/2017,142.56,2735966
8/31/2017,143.03,3656428
9/1/2017,144.08,3351733
9/5/2017,143.04,3098735
9/6/2017,143.82,3273344
9/7/2017,142.9,4188158
9/8/2017,142.45,3366169
9/11/2017,144.86,4613381
9/12/2017,145.76,5238148
9/13/2017,145.99,4100980
9/14/2017,145.54,3756861
9/15/2017,144.82,7397233
9/18/2017,144.55,3019514
9/19/2017,144.39,3464383
9/20/2017,145.88,5447519
9/21/2017,145.26,2555596
9/22/2017,145.13,2792323
9/25/2017,145.87,5213144
9/26/2017,146.56,4488620
9/27/2017,145.66,3502736
9/28/2017,145.66,2774788
9/29/2017,145.08,2654731
10/2/2017,146.66,2973224
10/3/2017,146.78,2302724
10/4/2017,146.48,2244433
10/5/2017,146.72,2686539
10/6/2017,146.48,2623184
10/9/2017,147.39,2682556
10/10/2017,148.5,4032601
10/11/2017,147.62,3702238
10/12/2017,147.03,3264344
10/13/2017,147.1,2506584
10/16/2017,146.83,3052091
10/17/2017,146.54,6372393
10/18/2017,159.53,30490192
10/19/2017,160.9,9914169
10/20/2017,162.07,7868803
10/23/2017,159.55,5779378
